"249943,7998205,30,forked,34 days 20 hrs ago,32,0xf63279de...,Ê942481,nawgrafder"
"249941,7998117,6,forked,34 days 20 hrs ago,128,0x21add6b8...,Ê469466,--"
"249941,7998112,1,forked,34 days 20 hrs ago,65,0xa78b68c2...,Ê110151,bloxstaking.com"
"249933,7997856,1,forked,34 days 21 hrs ago,128,0x18e9f9a2...,Ê173385,--"
"249930,7997774,15,forked,34 days 21 hrs ago,64,0xb065daff...,Ê408717,Lighthouse/v4.4.1-2841f60"
"249917,7997374,31,forked,34 days 22 hrs ago,64,0x28d38475...,Ê870273,--"
"249913,7997242,27,forked,34 days 23 hrs ago,70,0x35babd3f...,Ê971826,--"
"249911,7997159,8,forked,34 days 23 hrs ago,65,0x0e4f81a5...,Ê1046798,--"
"249898,7996737,2,forked,35 days 57 mins ago,128,0xdbffcc80...,Ê817590,--"
"249895,7996663,24,forked,35 days 1 hr ago,80,0x89bd71db...,Ê936889,--"
"249892,7996555,12,forked,35 days 1 hr ago,66,0x1a27c66c...,Ê649729,charon/v0.17.1-bd4454d"
"249879,7996145,18,forked,35 days 2 hrs ago,128,0x5b044da2...,Ê320180,____ Kiln.fi __&# ..."
"249873,7995962,27,forked,35 days 3 hrs ago,76,0xa677faf5...,Ê418902,RP-BT v1.11.0 (faracorp)"
"249866,7995740,29,forked,35 days 4 hrs ago,84,0xaf494333...,Ê622402,--"
"249858,7995461,6,forked,35 days 5 hrs ago,64,0x8119c8b4...,Ê931490,--"
"249855,7995389,30,forked,35 days 5 hrs ago,128,0xf1bddc5c...,Ê914673,--"
"249845,7995052,13,forked,35 days 6 hrs ago,76,0x01300a81...,Ê925814,--"
"249845,7995040,1,forked,35 days 6 hrs ago,128,0x5628627c...,Ê199021,--"
"249830,7994560,1,forked,35 days 8 hrs ago,128,0x702c8753...,Ê933215,--"
"249825,7994400,1,forked,35 days 8 hrs ago,128,0x2dbd70c1...,Ê529941,--"
"249806,7993792,1,forked,35 days 10 hrs ago,128,0xc99103e4...,Ê760460,--"
"249805,7993767,8,forked,35 days 10 hrs ago,65,0x293a456a...,Ê412778,--"
"249796,7993497,26,forked,35 days 11 hrs ago,64,0xe74227da...,Ê148942,--"
"249795,7993453,14,forked,35 days 11 hrs ago,65,0x3c5abb51...,Ê971824,--"
"249781,7993011,20,forked,35 days 13 hrs ago,69,0x086cec02...,Ê154176,--"
"249775,7992825,26,forked,35 days 14 hrs ago,64,0x90b35fe2...,Ê588874,--"
"249771,7992703,32,forked,35 days 14 hrs ago,128,0xaef2754e...,Ê1064262,--"
"249766,7992517,6,forked,35 days 15 hrs ago,64,0x5809f0bc...,Ê865816,--"
"249763,7992438,23,forked,35 days 15 hrs ago,128,0xb683332f...,Ê863424,--"
"249750,7992024,25,forked,35 days 16 hrs ago,82,0x2b2e77c1...,Ê128544,Lighthouse/v4.5.0-441fc16"
"249744,7991836,29,forked,35 days 17 hrs ago,65,0x97503d45...,Ê871223,--"
"249740,7991697,18,forked,35 days 17 hrs ago,128,0x4385fdb8...,Ê719391,Lighthouse/v4.5.0-441fc16"
"249731,7991417,26,forked,35 days 18 hrs ago,106,0x1f7c5680...,Ê424419,--"
"249721,7991097,26,forked,35 days 19 hrs ago,128,0x3973a7af...,Ê223729,Legend"
"249712,7990804,21,forked,35 days 20 hrs ago,128,0xf701f117...,Ê340367,--"
"249703,7990524,29,forked,35 days 21 hrs ago,128,0xe4a89686...,Ê473628,--"
"249691,7990137,26,forked,35 days 22 hrs ago,64,0x728b3710...,Ê416497,--"
"249691,7990126,15,forked,35 days 23 hrs ago,66,0xa68044ca...,Ê161524,--"
"249689,7990054,7,forked,35 days 23 hrs ago,128,0x9a3cb858...,Ê465387,--"
"249688,7990031,16,forked,35 days 23 hrs ago,65,0xb39ab0ff...,Ê588731,--"
"249687,7990011,28,forked,35 days 23 hrs ago,128,0x4230b82e...,Ê942716,____ Kiln.fi __&# ..."
"249684,7989913,26,forked,35 days 23 hrs ago,118,0x61d3042d...,Ê8800,--"
"249684,7989893,6,forked,35 days 23 hrs ago,120,0x6d71d45f...,Ê491201,THE RED CHALICE"
"249682,7989851,28,forked,35 days 23 hrs ago,128,0x9deea126...,Ê36857,validating_from_DAppNode"
"249682,7989835,12,forked,35 days 23 hrs ago,69,0xb8aadc2f...,Ê148944,--"
"249681,7989817,26,forked,36 days 2 mins ago,128,0x691a4c69...,Ê579467,poapbTOoHi9gQuMqp/NUskdS/qi+JEMA"
"249681,7989798,7,forked,36 days 6 mins ago,98,0x3fc3461e...,Ê634402,--"
"249677,7989690,27,forked,36 days 28 mins ago,128,0x33e3f141...,Ê1019482,Hashhub"
"249676,7989632,1,forked,36 days 39 mins ago,128,0x3989f521...,Ê587911,--"
"249674,7989596,29,forked,36 days 47 mins ago,128,0x92a58fe3...,Ê1071983,____ Kiln.fi __&# ..."
"249673,7989565,30,forked,36 days 53 mins ago,128,0x1b956792...,Ê1019097,--"
"249670,7989464,25,forked,36 days 1 hr ago,128,0xf2e661e0...,Ê591714,RP-GL v1.11.1 (NowWePlay4ETH)"
"249667,7989374,31,forked,36 days 1 hr ago,68,0xccb2fd8e...,Ê870271,--"
"249666,7989338,27,forked,36 days 1 hr ago,128,0xf25cd9d6...,Ê758924,--"
"249665,7989294,15,forked,36 days 1 hr ago,64,0x0f04741b...,Ê147157,--"
"249664,7989269,22,forked,36 days 1 hr ago,65,0xde0a6ff5...,Ê1064156,--"
"249653,7988915,20,forked,36 days 3 hrs ago,65,0x2a8dfd0b...,Ê813382,--"
"249649,7988794,27,forked,36 days 3 hrs ago,128,0x3bb10346...,Ê523041,Lodestar-v1.12.1/003a444"
"249645,7988664,25,forked,36 days 3 hrs ago,128,0xc9af9fad...,Ê522438,Lodestar-v1.12.1/003a444"
"249635,7988335,16,forked,36 days 4 hrs ago,64,0xcea9e3f5...,Ê268345,Sofia"
"249635,7988320,1,forked,36 days 5 hrs ago,67,0x86a88d07...,Ê546716,--"
"249625,7988024,25,forked,36 days 6 hrs ago,107,0x23077c5a...,Ê606526,--"
"249625,7988018,19,forked,36 days 6 hrs ago,98,0x6262a49f...,Ê833528,--"
"249618,7987802,27,forked,36 days 6 hrs ago,128,0x3b79623f...,Ê179351,--"
"249614,7987678,31,forked,36 days 7 hrs ago,66,0xf4d345cc...,Ê971822,--"
"249614,7987649,2,forked,36 days 7 hrs ago,128,0x3cc2e81b...,Ê639515,Lighthouse/v4.5.0-441fc16"
"249609,7987500,13,forked,36 days 7 hrs ago,67,0x4982c429...,Ê866016,--"
"249608,7987486,31,forked,36 days 7 hrs ago,128,0x5226dbd2...,Ê814175,--"
"249603,7987298,3,forked,36 days 8 hrs ago,128,0x0b2c6762...,Ê997866,--"
"249600,7987203,4,forked,36 days 8 hrs ago,74,0xff9b56ed...,Ê784962,Vitalickmyballs"
"249599,7987173,6,forked,36 days 8 hrs ago,71,0xd26c55e8...,Ê294362,--"
"249596,7987072,1,forked,36 days 9 hrs ago,64,0x2196f2de...,Ê921435,AntennariaCapital"
"249595,7987061,22,forked,36 days 9 hrs ago,128,0x6dfa39f3...,Ê674563,Nimbus/v23.9.1-cfa026-stateofus"
"249576,7986461,30,forked,36 days 11 hrs ago,65,0x489adf77...,Ê311948,RP-GL v1.11.0"
"249573,7986354,19,forked,36 days 11 hrs ago,64,0x910b5226...,Ê499162,--"
"249569,7986234,27,forked,36 days 11 hrs ago,67,0x9aa85fe4...,Ê936763,--"
"249560,7985941,22,forked,36 days 12 hrs ago,122,0x24963706...,Ê557494,Nimbus/v23.5.1-c22962-stateofus"
"249560,7985925,6,forked,36 days 13 hrs ago,128,0x5c7b2628...,Ê849356,CryptoManufaktur-Lido"
"249560,7985923,4,forked,36 days 13 hrs ago,83,0xa8f38c25...,Ê160726,--"
"249553,7985697,2,forked,36 days 13 hrs ago,128,0xc9892435...,Ê26762,TokenPocket"
"249552,7985687,24,forked,36 days 13 hrs ago,126,0x3254ad61...,Ê611770,Lodestar-v1.12.1/003a444"
"249543,7985395,20,forked,36 days 14 hrs ago,128,0x453f9e33...,Ê285434,EAT A BAG OF DICKS!!"
"249533,7985056,1,forked,36 days 15 hrs ago,128,0x67db2161...,Ê184067,--"
"249524,7984794,27,forked,36 days 16 hrs ago,128,0x39ae3a8a...,Ê219061,____ Kiln.fi __&# ..."
"249523,7984764,29,forked,36 days 16 hrs ago,128,0x7e0403d7...,Ê412368,--"
